,description,price
125311,"This riserva shows bright cherry fruit and enough natural freshness to guarantee successful cellar aging. Prune, plum, spice and leather give way to dark concentration and richness. On the close, the wine delivers loads of cherry, licorice and menthol nuances.",55.0
125312,"A wine made in dedication from a loving wife to her husband, Andretta opens with dark concentration and generous aromas of dark licorice, cherry fruit, leather, tobacco, teriyaki and spice. The inky color is dark and daunting, but the wine is actually more nuanced and elegant than you'd expect, with balanced acidity and fine tannins.",60.0
125407,"La Fornace offers the kind of Brunello that will make you wish you bought a second bottle. It opens with a bright and cheerful bouquet shaped by various shadings of black fruit and exotic spice. In the mouth, it is still tight and firm so give it a few more years of bottle aging.",
125408,"Owned by an expat artist/writer couple, Máté shows a great evolution of style and grace over the past years. This 2006 Brunello straddles modernity and tradition with a playful juxtaposition of wild berry and raspberry aromas against vanilla, clove and cinnamon spice.",65.0
125410,"Campogiovanni is a rich, inky expression of Sangiovese Grosso with beautiful personality and length. The mouthfeel is still young and raw but the aromas already show deep evolution and harmony. You'll recognize tones of red cherry, root beer, mesquite and Indian spice.",50.0
125419,"From one of Montalcino's historic estates, Camigliano's Brunello opens with attractive darkness and a smooth texture. Dark fruit, tobacco and espresso aromas emerge from the nose and the wine feels bright, polished and silky overall.",50.0
125420,"Broad spice and almond notes evident on the nose of this hearty Brunello are accented by cherry, bright blueberry and cassis. In the mouth, the wine shows enormous elegance and a silky, streamlined feel.",65.0
125421,"This Riserva Brunello delivers savory, brambly characteristics of moist earth and pressed blue flowers backed by forest berry and black cherry flavors. The mouthfeel is compact and clean with crisp acidity on the close.",80.0
125424,"Brunello Fossacolle opens with a darkly concentrated color and aromas of tobacco, spice, chocolate and meaty, pulpy black fruit. The wine presents a bigger, inky style and shows good depth and density on the palate thanks to its extracted consistency, creaminess and overall intensity.",65.0
126189,"An austere element of smoked meat, moist pipe tobacco and ripe blackberry opens the nose of this concentrated Rosso di Montalcino. This is a brawny, masculine wine with loads of spicy intensity to match marinated barbecue steak.",
126191,"Terra Rossa is a bright and polished Brunello with pretty aromas of spice, anise seed, blackberry, cherry and cola. There's a note of sour cherry on the close and the wine shows bright acidity that would pair well with succulent meat and cheesy pasta dishes.",60.0
126196,"Here's a simple but genuine expression from Montalcino with bright, easy fruit tones covered by a delicate layer of spice and dried tobacco. It's not too complicated or rich, but the wine offers a fresh, easy experience nonetheless.",79.0
126200,"Gianni Brunelli's elegant Brunello opens with a bright ruby color and a lean, tonic appearance. Yet the aromas of cherry, anise seed and wild flowers are intense and beautiful. The mouthfeel is streamlined and compact.",75.0
126201,"Elegant but austere, this bright Rosso delivers lively aromas of cherry cola, dried blueberries, spice and moist pipe tobacco. Floral and mineral tones appear in the mouth and the wine ends with a sweet but polished feel.",25.0
126202,"This is a very successful Rosso di Montalcino with great intensity and loads of cherry and bright berry personality. There are austere notes of earth, cola and spice at the back and the wine feels smooth and silky on the palate.",
126203,"Bright and buoyant, this Riserva Brunello offers loads of easy, fresh fruit with a point of ripe apple or white cherry. The wine is smooth and bright on the finish with fresh acidity that follows polished tannins.",
126204,"San Polo's Rosso di Montalcino offers classic aromas of cherry, black fruit and spice. But it also adds an extra layer of vanilla and sweet spice that makes for a very nice ensemble. It's smooth, rich and spicy on the close.",25.0
126363,"Talenti's Rosso di Montalcino delivers impressive intensity and aromatic complexity. You'll get notes here of cherry, wild berries, wet earth, violets and exotic spice. The wine is silky and rich on the palate and leaves loads of cherry flavors on the close.",
127756,"Lisini delivers an extremely satisfying Brunello that is richly redolent of black fruit, plum, cola, root beer, leather and pipe tobacco. It feels vibrant and fresh in the mouth with well- integrated acidity against firm tannins. Pair this pretty wine with grilled meats.",90.0
127759,"Villa I Cipressi stands out because of the smooth, velvety feel the wine imparts across the palate and because of the delicate renderings of smoke and spice that frame its pulsing red fruit. Despite the wine's natural richness, it comes across as tonic and fresh on the close.",
127765,"PianCornello opens with very nice intensity and a dark Brunello color with aromas of cured meat, ripe blackberry and exotic spice. It's a bigger, thicker expression of the wine with firm tannins and ripe berry flavors backed by just enough acidity to keep the palate refreshed.",49.0
127768,"What a difference a year can make. Last year's Brunello was ripe and awkward, but this pretty 2004 vintage hits all the right notes. The wine is firm, tonic and buoyant and those impressions are sustained thanks to uplifting aromas of wild berry, cherry cola and spice.",54.0
127770,"This seductive Brunello portrays aromas of black fruit, vanilla, brown sugar, plums and prunes wrapped within a thin veil of smoke. It's a wine that reaches a comfortable level of intensity and balance and that offers mouth-puckering flavors of sour cherry on the finish.",60.0
127805,"Like the name suggests, La Fiorita shows a playful touch of rose or dried violet that sets it apart. Floral aromas are characteristic of Sangiovese Grosso and this estate works hard to make sure those aromas come through loud and clear. The wine is crisp and lean on the palate with a bright point of freshness.",
127809,"A touch of apple or raspberry gives this bright Brunello a very lively and buoyant first impression. The tannins are firm and tight followed by a sharp, crisp mouthfeel. Pair it with breaded veal or lightly fried chicken.",40.0
127814,Here is a light and feminine expression of Brunello that delivers bright berry and white cherry with pretty layers of dried mint and cherry cola at the back. The wine's natural acidity is tight and sharp and you can feel a pinch of heat on the close.,65.0
127823,"Il Palazzone is a beautiful estate with a bright future ahead. Its 2008 Brunello is marked by lush fruit tones of cherry and blackberry followed by dried ginger, chopped mint, spice and pressed rose petal. In the mouth, it shows that telltale acidity of Sangiovese  Grosso.",
127827,"This is a hearty and masculine Brunello that is redolent of espresso syrup, cherry liqueur, rum cake and moist pipe tobacco. The tannins show some grittiness in texture and the finish is capped by long-lasting freshness.",57.0
127994,"Executed by vintner Claudia Ferrero, this remarkable Brunello Riserva shows enormous intensity and staying power. The wine's genuine aromas include wet earth, dried forest berry, leather, pipe tobacco and smoked bacon. The mouthfeel is rich and determined with polished tannins.",70.0
